record_id,name,category,region,year,score,value
1000138,Irem Ozdemir,toys,Marmara,2025,53,4146
1000139,Ece Gurcan,home,Southeast,2021,57,3656
1000140,Emre Erdogan,grocery,Aegean,2024,99,2766
1000141,Mert Cakir,fashion,Aegean,2020,84,1032
1000142,Deniz Arslan,electronics,Southeast,2020,69,1182
1000143,Jale Ozdemir,electronics,Aegean,2025,93,742
1000144,Yigit Aksoy,sports,Southeast,2022,92,3774
1000145,Elif Hamit,electronics,Aegean,2025,40,4324
1000146,Fatma Kaplan,home,Central Anatolia,2024,64,4794
1000147,Derya Bulut,fashion,Central Anatolia,2021,52,4816
1000148,Deniz Arslan,electronics,Marmara,2021,47,769
1000149,Seda Gunes,fashion,Central Anatolia,2019,71,640
1000150,Pinar Gurcan,fashion,Marmara,2020,81,821
1000151,Kerem Gunes,books,Central Anatolia,2022,70,1193
1000152,Can Celik,electronics,Black Sea,2018,83,1814
1000153,Elif Narin,electronics,Central Anatolia,2021,56,3760
1000154,Emre Yilmaz,fashion,Mediterranean,2025,82,793
1000155,Pinar Mutlu,grocery,Marmara,2020,82,3893
1000156,Kaan Tekin,sports,Black Sea,2019,93,2211
1000157,Kerem Gurcan,grocery,Marmara,2024,97,3096
1000158,Hande Simsek,electronics,Mediterranean,2019,84,1289
1000159,Onur Ilhan,electronics,Black Sea,2019,67,500
1000160,Hande Kurt,sports,Mediterranean,2018,88,2031
1000161,Emir Tekin,sports,Aegean,2019,98,1498
1000162,Mustafa Hamit,home,Southeast,2021,54,2773
1000163,Pinar Sahin,grocery,Aegean,2021,86,1459
1000164,Burak Sahin,fashion,Mediterranean,2025,73,2119
1000165,Melis Gunes,sports,Central Anatolia,2025,89,4424
1000166,Ece Gurcan,home,Marmara,2024,43,1119
1000167,Melis Liman,grocery,Southeast,2020,41,1141
1000168,Ramazan Yaman,grocery,Aegean,2018,66,3120
1000169,Ayse Hamit,home,Southeast,2018,44,2145
1000170,Derya Aydin,books,Marmara,2020,98,3560
1000171,Lale Gunes,home,Marmara,2019,77,1039
1000172,Derya Ilhan,grocery,Mediterranean,2025,53,2708
1000173,Burak Polat,books,Marmara,2023,44,2052
1000174,Mustafa Pektas,electronics,Aegean,2021,78,2335
1000175,Burak Findik,fashion,Marmara,2019,45,2906
1000176,Emre Kaplan,toys,Southeast,2022,55,3264
1000177,Onur Rana,fashion,Black Sea,2020,65,1928
1000178,Ayse Dogan,sports,Southeast,2025,64,4483
1000179,Hande Tekin,grocery,Mediterranean,2023,54,1385
1000180,Elif Hamit,toys,Marmara,2023,41,2692
1000181,Ece Hamit,grocery,Mediterranean,2023,82,2190
1000182,Pinar Findik,books,Marmara,2025,84,2635
1000183,Gokhan Liman,electronics,Aegean,2023,95,2289
1000184,Yigit Ilhan,toys,Central Anatolia,2025,82,3576
1000185,Baris Hamit,grocery,Southeast,2021,51,2107
1000186,Ilker Rana,home,Black Sea,2019,49,1758
1000187,Asli Rana,books,Southeast,2019,96,916
1000188,Kerem Hamit,fashion,Marmara,2018,41,1631
1000189,Melis Aydin,fashion,Marmara,2018,95,2744
1000190,Ece Liman,fashion,Southeast,2023,78,3494
1000191,Elif Pektas,fashion,Mediterranean,2024,90,2102
1000192,Ayse Findik,books,Central Anatolia,2024,49,2606
1000193,Asli Liman,sports,Black Sea,2018,99,2864
1000194,Kerem Mutlu,toys,Marmara,2021,47,1773
1000195,Mert Arslan,fashion,Black Sea,2023,47,4543
1000196,Mert Aydin,grocery,Central Anatolia,2024,93,1396
1000197,Zeynep Mutlu,electronics,Southeast,2022,95,3744
1000198,Onur Dogan,books,Southeast,2023,89,2045
1000199,Zeynep Kurt,books,Aegean,2025,85,1402
1000200,Gokhan Celik,fashion,Aegean,2021,82,1969
1000201,Emir Dogan,sports,Aegean,2022,58,3006
1000202,Baris Kaplan,fashion,Southeast,2023,92,4499
1000203,Can Ilhan,grocery,Central Anatolia,2020,96,670
1000204,Can Narin,toys,Marmara,2023,42,1163
1000205,Zeynep Kurt,fashion,Southeast,2024,69,2323
1000206,Pinar Tas,grocery,Central Anatolia,2023,75,4342
1000207,Pinar Kaplan,grocery,Marmara,2019,99,4426
1000208,Ayse Yaman,electronics,Aegean,2021,48,2168
1000209,Ramazan Hamit,fashion,Marmara,2019,65,2374
1000210,Gokhan Aksoy,books,Southeast,2020,71,3312
1000211,Zeynep Gunes,electronics,Central Anatolia,2020,89,1296
1000212,Ayse Yaman,electronics,Mediterranean,2024,40,3191
1000213,Mustafa Pektas,electronics,Marmara,2020,44,4834
1000214,Lale Kaya,toys,Southeast,2018,46,3229
1000215,Deniz Arslan,books,Mediterranean,2021,71,4563
1000216,Kaan Arslan,sports,Southeast,2022,96,1125
1000217,Jale Arslan,toys,Marmara,2020,66,846
1000218,Baris Gunes,sports,Black Sea,2025,56,1094
1000219,Asli Arslan,electronics,Black Sea,2023,52,1914
1000220,Gokhan Kaya,toys,Aegean,2023,48,1565
1000221,Hande Gurcan,home,Central Anatolia,2023,75,1072
1000222,Nilay Hamit,sports,Black Sea,2022,67,2346
1000223,Ceren Tekin,grocery,Southeast,2024,41,3636
1000224,Fatma Aksoy,home,Southeast,2022,96,2437
1000225,Burak Sahin,home,Central Anatolia,2023,82,3429
1000226,Doga Liman,books,Black Sea,2020,82,2525
1000227,Ramazan Hamit,toys,Southeast,2023,66,528
1000228,Ramazan Bulut,grocery,Aegean,2025,97,2126
1000229,Deniz Yaman,home,Black Sea,2020,56,3734
1000230,Kaan Kaya,electronics,Aegean,2020,47,3574
1000231,Doga Aksoy,sports,Central Anatolia,2019,99,526
1000232,Emre Dogan,electronics,Mediterranean,2025,40,3682
1000233,Lale Celik,books,Black Sea,2021,57,4112
1000234,Emre Findik,grocery,Marmara,2020,75,2894
1000235,Ramazan Simsek,sports,Marmara,2021,81,622
1000236,Melis Gurcan,fashion,Southeast,2021,61,3577
1000237,Ramazan Tekin,toys,Mediterranean,2021,72,4981
1000238,Gokhan Arslan,fashion,Black Sea,2021,63,3558
1000239,Jale Polat,home,Marmara,2020,44,1614
1000240,Seda Mutlu,sports,Southeast,2019,51,3810
1000241,Elif Kaya,home,Black Sea,2022,88,2802
1000242,Melis Yaman,grocery,Marmara,2024,87,4584
1000243,Gokhan Gurcan,home,Black Sea,2025,92,3553
1000244,Gokhan Arslan,books,Central Anatolia,2025,61,1455
1000245,Derya Arslan,books,Central Anatolia,2018,93,4238
1000246,Baris Arslan,toys,Aegean,2022,61,3433
1000247,Hande Gunes,sports,Central Anatolia,2018,79,1697
1000248,Emre Dogan,grocery,Central Anatolia,2021,87,4934
1000249,Mert Gunes,fashion,Black Sea,2020,81,1867
1000250,Derya Kaya,home,Central Anatolia,2018,89,2230
1000251,Zeynep Sahin,fashion,Marmara,2024,87,4312
1000252,Mert Simsek,electronics,Aegean,2019,96,4970
1000253,Elif Rana,electronics,Black Sea,2025,82,2087
1000254,Ayse Yilmaz,fashion,Mediterranean,2018,50,788
1000255,Baris Aydin,fashion,Aegean,2023,98,3693
1000256,Mustafa Liman,books,Central Anatolia,2022,91,3438
1000257,Kerem Erdogan,grocery,Black Sea,2025,42,2272
1000258,Seda Pektas,electronics,Black Sea,2025,99,2461
1000259,Yigit Aksoy,grocery,Aegean,2019,49,2502
1000260,Kaan Simsek,toys,Southeast,2021,100,3075
1000261,Hande Cakir,home,Aegean,2025,74,3149
1000262,Melis Kaya,toys,Central Anatolia,2019,56,3149
1000263,Doga Yilmaz,electronics,Mediterranean,2024,48,1815
1000264,Melis Tekin,electronics,Central Anatolia,2023,96,4119
1000265,Ece Liman,sports,Aegean,2024,52,4300
1000266,Ilker Demir,sports,Southeast,2020,55,1183
1000267,Zeynep Polat,fashion,Mediterranean,2022,83,4176
1000268,Melis Polat,books,Marmara,2023,89,2310
1000269,Hande Mutlu,fashion,Marmara,2022,86,3482
1000270,Gokhan Yaman,grocery,Southeast,2021,55,3601
1000271,Baris Celik,electronics,Black Sea,2023,73,3370
1000272,Mert Celik,fashion,Black Sea,2022,73,4000
1000273,Zeynep Ilhan,grocery,Central Anatolia,2020,81,3902
1000274,Asli Gurcan,books,Southeast,2021,96,4083
1000275,Doga Cakir,fashion,Central Anatolia,2022,91,848
1000276,Melis Aydin,fashion,Black Sea,2025,100,1360
1000277,Melis Demir,fashion,Mediterranean,2019,82,2754
1000278,Fatma Yaman,toys,Southeast,2020,97,4874
1000279,Zeynep Polat,books,Southeast,2021,77,832
1000280,Ayse Pektas,grocery,Southeast,2020,55,1799
1000281,Ceren Rana,books,Marmara,2020,78,2703
1000282,Emir Dogan,toys,Aegean,2020,93,2356
1000283,Seda Ozdemir,grocery,Marmara,2022,64,1145
1000284,Kerem Liman,sports,Black Sea,2020,40,1861
1000285,Melis Celik,home,Central Anatolia,2018,53,2738
1000286,Zeynep Arslan,toys,Marmara,2019,82,2008
1000287,Seda Dogan,electronics,Central Anatolia,2025,56,2139
1000288,Lale Ilhan,books,Marmara,2020,93,2253
1000289,Hande Demir,toys,Black Sea,2018,88,3746
1000290,Hande Liman,books,Mediterranean,2020,49,1299
1000291,Seda Arslan,electronics,Mediterranean,2025,71,1750
1000292,Doga Arslan,fashion,Mediterranean,2022,99,4943
1000293,Melis Dogan,books,Black Sea,2020,55,4978
1000294,Gokhan Narin,books,Southeast,2024,42,3253
1000295,Melis Kaplan,home,Marmara,2022,74,4152
1000296,Melis Aksoy,electronics,Aegean,2024,57,1452
1000297,Mustafa Ozdemir,sports,Black Sea,2025,94,3417
1000298,Hande Liman,books,Black Sea,2023,75,3550
1000299,Derya Mutlu,home,Mediterranean,2025,52,3251
1000300,Nilay Aydin,grocery,Mediterranean,2025,52,4380
1000301,Kaan Bulut,sports,Mediterranean,2024,56,1928
1000302,Melis Rana,fashion,Aegean,2022,60,1988
1000303,Baris Yilmaz,books,Central Anatolia,2022,62,4491
1000304,Kerem Dogan,toys,Aegean,2019,75,1495
1000305,Deniz Ilhan,home,Aegean,2020,48,2705
1000306,Ilker Bulut,electronics,Marmara,2018,65,4679
1000307,Ece Erdogan,toys,Aegean,2019,95,1706
1000308,Doga Ozdemir,fashion,Central Anatolia,2021,61,3710
1000309,Yigit Erdogan,books,Black Sea,2019,76,2934
1000310,Doga Cakir,grocery,Black Sea,2018,96,734
1000311,Kerem Mutlu,sports,Black Sea,2019,68,1719
1000312,Melis Findik,electronics,Mediterranean,2020,93,1601
1000313,Derya Dogan,sports,Aegean,2020,46,2490
1000314,Irem Kaya,sports,Central Anatolia,2023,59,655
1000315,Ceren Dogan,books,Southeast,2019,47,4779
1000316,Pinar Kurt,home,Black Sea,2018,62,4822
1000317,Baris Sahin,books,Southeast,2020,90,1779
1000318,Doga Tas,fashion,Aegean,2023,87,3626
1000319,Zeynep Pektas,home,Aegean,2019,71,2773
1000320,Asli Narin,sports,Black Sea,2020,72,2884
1000321,Melis Mutlu,sports,Central Anatolia,2021,94,4615
1000322,Derya Demir,home,Central Anatolia,2018,85,564
1000323,Yigit Ilhan,home,Aegean,2018,93,1003
1000324,Yigit Kurt,toys,Black Sea,2023,72,3948
1000325,Ilker Ozdemir,fashion,Black Sea,2025,45,1426
1000326,Irem Pektas,grocery,Mediterranean,2021,46,2054
1000327,Melis Arslan,grocery,Central Anatolia,2023,50,1042
1000328,Zeynep Arslan,books,Black Sea,2025,83,2393
1000329,Kaan Kaplan,grocery,Marmara,2018,98,3542
1000330,Kerem Ozdemir,home,Central Anatolia,2022,77,993
1000331,Can Celik,books,Marmara,2024,78,1337
1000332,Nilay Yaman,fashion,Aegean,2024,56,792
1000333,Emre Rana,sports,Marmara,2021,68,1646
1000334,Melis Gunes,fashion,Black Sea,2018,75,3801
1000335,Emre Ilhan,books,Central Anatolia,2020,52,4748
1000336,Emre Erdogan,fashion,Black Sea,2022,98,3570
1000337,Onur Demir,books,Southeast,2019,87,1680
1000338,Lale Kaya,fashion,Southeast,2022,90,3117
1000339,Fatma Tas,home,Central Anatolia,2019,47,2759
1000340,Emir Cakir,electronics,Southeast,2024,42,887
1000341,Doga Ilhan,grocery,Black Sea,2023,98,1478
1000342,Hande Kaya,sports,Aegean,2021,50,2439
1000343,Ece Sahin,grocery,Southeast,2022,75,1375
1000344,Jale Ozdemir,toys,Aegean,2021,50,1753
1000345,Can Rana,grocery,Southeast,2019,67,3730
1000346,Hande Gurcan,toys,Central Anatolia,2022,86,790
1000347,Baris Tas,fashion,Central Anatolia,2021,58,1231
1000348,Elif Arslan,sports,Marmara,2023,47,2691
1000349,Derya Arslan,home,Southeast,2019,87,2820
1000350,Mustafa Tas,electronics,Aegean,2025,40,4907
1000351,Asli Rana,home,Aegean,2019,97,4340
1000352,Burak Tekin,fashion,Central Anatolia,2018,95,718
1000353,Kerem Pektas,toys,Marmara,2022,82,1828
1000354,Melis Mutlu,books,Southeast,2022,87,1782
1000355,Pinar Cakir,fashion,Southeast,2024,86,2876
1000356,Burak Rana,fashion,Central Anatolia,2023,55,840
1000357,Zeynep Yilmaz,books,Marmara,2021,87,1759
1000358,Zeynep Ozdemir,books,Central Anatolia,2023,86,4538
1000359,Emre Demir,fashion,Black Sea,2020,95,4607
1000360,Hande Kaplan,toys,Southeast,2024,97,914
1000361,Jale Tas,fashion,Central Anatolia,2021,73,951
1000362,Ece Cakir,books,Mediterranean,2022,54,1656
1000363,Zeynep Celik,toys,Southeast,2023,63,2879
1000364,Mustafa Rana,home,Mediterranean,2025,64,1568
1000365,Deniz Sahin,sports,Central Anatolia,2021,78,3087
1000366,Can Sahin,books,Mediterranean,2023,86,976
1000367,Gokhan Tas,toys,Black Sea,2019,78,2181
1000368,Ayse Tas,home,Marmara,2021,100,3529
1000369,Irem Aksoy,sports,Central Anatolia,2023,79,1504
1000370,Doga Liman,grocery,Aegean,2020,67,4925
1000371,Elif Hamit,fashion,Mediterranean,2024,96,4291
1000372,Pinar Polat,home,Central Anatolia,2020,47,3249
1000373,Elif Mutlu,grocery,Southeast,2022,63,895
1000374,Emre Aksoy,toys,Mediterranean,2019,56,4489
1000375,Elif Liman,fashion,Mediterranean,2023,66,2730
1000376,Ilker Gunes,fashion,Black Sea,2023,89,1125
1000377,Ceren Arslan,books,Aegean,2024,82,3755
1000378,Ece Erdogan,books,Central Anatolia,2023,89,2099
1000379,Kerem Rana,books,Southeast,2024,58,3211
1000380,Ece Yilmaz,fashion,Mediterranean,2024,77,1531
1000381,Kaan Rana,grocery,Aegean,2024,65,2065
1000382,Lale Mutlu,electronics,Central Anatolia,2021,96,2238
1000383,Gokhan Arslan,sports,Mediterranean,2024,95,2339
1000384,Lale Gurcan,electronics,Southeast,2025,75,702
1000385,Derya Gunes,toys,Marmara,2023,90,659
1000386,Ece Yilmaz,fashion,Central Anatolia,2020,93,848
1000387,Gokhan Ilhan,grocery,Southeast,2023,68,2137
1000388,Melis Celik,fashion,Central Anatolia,2025,65,2170
1000389,Elif Rana,electronics,Southeast,2019,96,4050
1000390,Ilker Mutlu,electronics,Aegean,2023,54,1281
1000391,Kerem Aydin,electronics,Central Anatolia,2018,45,2035
1000392,Elif Mutlu,toys,Marmara,2018,41,1867
1000393,Lale Bulut,sports,Marmara,2024,44,2254
1000394,Kerem Cakir,grocery,Marmara,2018,45,3082
1000395,Elif Rana,toys,Marmara,2019,81,1926
1000396,Derya Erdogan,electronics,Southeast,2018,83,1770
1000397,Onur Gunes,grocery,Central Anatolia,2024,93,1940
1000398,Mustafa Simsek,home,Black Sea,2021,87,3901
1000399,Melis Aksoy,electronics,Central Anatolia,2019,76,4566
1000400,Hande Pektas,electronics,Marmara,2020,52,1209
1000401,Doga Liman,toys,Aegean,2025,40,1402
1000402,Kaan Celik,books,Mediterranean,2023,45,2690
1000403,Lale Aksoy,sports,Marmara,2022,53,1070
1000404,Emre Narin,home,Mediterranean,2024,64,2496
1000405,Pinar Ilhan,toys,Central Anatolia,2019,66,4163
1000406,Derya Cakir,sports,Southeast,2024,66,822
1000407,Zeynep Erdogan,sports,Mediterranean,2022,54,2824
1000408,Mustafa Kurt,books,Southeast,2024,97,4117
1000409,Emir Kurt,sports,Mediterranean,2024,90,2003
1000410,Zeynep Demir,grocery,Southeast,2024,53,987
1000411,Fatma Polat,fashion,Central Anatolia,2023,47,3198
1000412,Mustafa Kaya,sports,Marmara,2022,82,4300
1000413,Doga Bulut,home,Mediterranean,2023,40,2592
1000414,Ceren Findik,toys,Mediterranean,2021,43,1919
1000415,Kaan Aydin,grocery,Aegean,2025,46,1500
1000416,Mert Narin,sports,Mediterranean,2020,73,4567
1000417,Mustafa Gurcan,sports,Aegean,2021,50,2577
1000418,Emre Dogan,sports,Black Sea,2018,85,657
1000419,Emir Polat,books,Central Anatolia,2021,83,3999
1000420,Melis Polat,sports,Black Sea,2021,93,4850
1000421,Ilker Kurt,toys,Southeast,2019,52,4124
1000422,Irem Arslan,fashion,Mediterranean,2018,46,4995
1000423,Fatma Ilhan,electronics,Central Anatolia,2025,52,4017
1000424,Burak Simsek,home,Black Sea,2024,76,2670
1000425,Emre Hamit,toys,Southeast,2022,72,2003
1000426,Yigit Dogan,books,Central Anatolia,2025,82,2847
1000427,Onur Dogan,toys,Aegean,2019,88,4362
1000428,Doga Mutlu,electronics,Marmara,2021,99,1569
1000429,Deniz Dogan,toys,Central Anatolia,2020,75,4007
1000430,Mert Simsek,grocery,Southeast,2018,43,1334
1000431,Melis Simsek,sports,Black Sea,2021,62,4896
1000432,Ayse Simsek,electronics,Aegean,2021,55,1188
1000433,Pinar Ilhan,home,Southeast,2024,80,1857
1000434,Ilker Demir,fashion,Southeast,2019,90,2105
1000435,Doga Demir,grocery,Southeast,2021,45,5000
1000436,Nilay Tekin,fashion,Black Sea,2018,85,1977
1000437,Burak Sahin,toys,Marmara,2021,79,3016
1000438,Baris Polat,fashion,Marmara,2018,79,3630
1000439,Mustafa Findik,sports,Central Anatolia,2021,79,1496
1000440,Gokhan Kurt,books,Southeast,2018,68,1551
1000441,Baris Demir,grocery,Mediterranean,2022,45,2100
1000442,Can Celik,grocery,Central Anatolia,2023,89,2520
1000443,Kerem Sahin,electronics,Aegean,2022,52,677
1000444,Can Rana,grocery,Aegean,2022,61,2143
1000445,Kaan Sahin,books,Aegean,2020,74,1094
1000446,Lale Hamit,toys,Aegean,2018,41,1453
1000447,Elif Rana,fashion,Mediterranean,2021,75,2314
1000448,Yigit Aydin,home,Aegean,2020,47,1141
1000449,Elif Liman,home,Mediterranean,2020,50,972
1000450,Ramazan Sahin,grocery,Southeast,2024,67,4416
1000451,Ayse Bulut,toys,Black Sea,2025,58,3872
1000452,Emre Kaplan,electronics,Marmara,2024,92,4198
1000453,Pinar Pektas,home,Marmara,2025,77,1907
1000454,Ece Kurt,grocery,Central Anatolia,2024,83,1089
1000455,Ramazan Ozdemir,toys,Mediterranean,2020,67,2423
1000456,Ramazan Rana,books,Southeast,2020,97,570
1000457,Baris Gunes,electronics,Aegean,2025,64,4781
1000458,Baris Yaman,electronics,Aegean,2019,53,3786
1000459,Emre Mutlu,toys,Marmara,2023,40,2725
1000460,Melis Cakir,fashion,Marmara,2021,87,1038
1000461,Onur Aydin,toys,Black Sea,2024,53,2149
1000462,Ayse Simsek,fashion,Central Anatolia,2019,49,1243
1000463,Melis Celik,home,Aegean,2018,85,2487
1000464,Gokhan Aksoy,toys,Central Anatolia,2025,53,4214
1000465,Emir Demir,grocery,Mediterranean,2018,76,2265
1000466,Fatma Polat,electronics,Black Sea,2024,89,3980
1000467,Fatma Ozdemir,toys,Southeast,2019,65,639
1000468,Elif Kaplan,sports,Black Sea,2021,51,1171
1000469,Mustafa Bulut,books,Aegean,2020,47,1608
1000470,Doga Findik,home,Black Sea,2022,58,1915
